qkey,SATIS_W86,PERSFIN_W86,SELFNAT_W86,AFROLATINO_W86,POL1JB_W86,HISPSIT_W86,RACESURV56_W86,SKINCLR_W86,F_RACECMB,F_GENDER,F_PARTYSUM_FINAL,F_EDUCCAT3,PRIMARY_LANGUAGE_W86,immgen,discrimlv
4415,2,2,2,2,2,2,2,3,1,2,1,1,1,2,0
4416,1,2,2,2,1,3,2,2,1,2,2,3,1,2,0
4418,1,2,1,2,1,3,2,4,1,1,2,2,1,3,0
4424,1,1,2,2,1,3,2,6,1,2,2,1,1,3,0
4426,1,2,2,2,1,3,2,4,1,1,2,1,1,3,0
4431,2,3,,2,1,2,2,3,5,2,2,2,1,,6
4438,2,2,2,2,1,3,2,4,5,1,2,2,2,2,1
4439,2,2,2,2,1,3,1,1,1,1,2,1,1,2,1
4440,2,3,3,2,1,3,1,,1,2,2,2,2,1,0
4443,2,3,4,2,1,3,2,3,5,2,9,3,3,1,0
4444,2,2,2,2,2,2,2,4,1,2,1,2,1,3,0
4445,2,4,2,2,2,2,8,2,1,1,1,3,3,2,1
4447,1,3,4,2,1,3,2,4,5,1,1,3,3,1,1
4448,2,2,4,2,2,3,5,,5,1,9,3,2,1,0
4449,1,4,4,2,1,1,2,6,5,2,2,2,3,1,5
4450,1,3,2,1,1,3,2,4,1,2,2,2,1,3,0
4456,2,3,2,2,1,3,2,4,1,2,2,1,1,2,0
4457,2,2,4,2,2,3,8,2,5,1,1,1,2,1,4
4460,2,4,2,2,1,3,2,4,1,2,2,2,1,3,0
4462,1,3,2,2,1,3,1,1,1,2,2,2,2,2,1
4468,1,3,1,2,1,2,2,7,3,2,1,2,3,3,5
4471,,3,2,2,1,3,1,2,,2,2,1,1,2,0
4474,2,3,2,2,2,3,1,1,1,2,2,2,2,2,0
4476,2,2,2,2,1,3,3,5,4,2,2,1,1,3,2
4477,2,3,2,2,2,3,2,1,1,2,1,1,2,2,0
4478,1,1,2,2,1,3,8,2,5,2,2,1,2,2,0
4481,2,2,4,2,1,3,2,5,5,2,2,1,3,1,0
4483,1,4,1,2,1,3,7,3,1,2,2,2,2,3,4
4484,1,2,2,2,1,3,1,1,1,1,2,2,1,3,0
4485,1,2,2,2,1,2,2,4,1,2,2,1,2,2,2
4493,1,3,4,2,1,1,2,2,1,2,2,2,2,1,0
4495,1,1,2,2,1,3,2,3,1,2,2,2,1,3,0
4497,2,2,2,2,1,3,2,2,1,2,2,2,2,2,0
4500,1,2,2,2,1,3,2,3,1,1,1,2,1,3,0
4506,1,4,2,2,1,3,7,3,5,1,1,1,2,2,0
4511,2,3,2,2,1,3,2,3,1,3,2,1,1,2,1
4512,2,2,2,2,2,2,1,3,1,2,1,2,1,3,2
4514,1,1,3,2,1,2,1,1,1,1,2,1,1,1,0
4515,2,3,,2,1,3,2,3,5,2,2,2,3,,
4518,1,3,2,2,,3,1,2,4,2,9,1,2,2,1
4519,2,2,4,1,1,3,8,2,1,2,2,2,3,1,2
4524,2,4,3,2,,,2,4,1,2,9,3,2,1,1
4531,2,3,,2,1,1,2,,5,2,2,1,3,,0
4532,2,2,2,2,2,1,2,,1,1,9,1,1,3,0
4533,2,3,5,2,2,3,1,1,1,2,1,2,3,1,0
4534,1,2,2,2,1,2,1,1,1,2,2,1,2,2,7
4535,2,1,2,2,2,3,1,2,1,1,1,1,2,2,0
4536,2,2,2,2,1,3,2,2,1,2,2,2,1,2,0
4540,2,3,2,2,2,1,2,2,1,1,1,2,1,2,0
4544,1,2,2,2,1,3,5,3,1,2,2,1,1,3,2
4545,,3,4,1,,,2,2,1,2,9,2,3,1,0
4547,1,3,2,2,1,3,2,2,1,2,2,2,1,3,5
4548,1,1,4,2,1,1,2,4,1,2,2,3,3,1,4
4549,2,3,1,2,1,3,2,2,5,1,2,3,1,3,0
4550,1,1,2,2,2,3,2,4,1,2,1,1,1,2,0
4555,1,2,4,2,2,3,2,3,1,2,1,2,3,1,0
4556,2,1,2,2,2,2,2,3,1,2,1,1,1,2,2
4559,1,3,2,2,1,3,1,1,5,2,2,1,2,3,0
4560,2,1,2,2,1,3,2,,1,1,2,1,2,3,0
4561,1,3,2,2,1,3,2,2,1,1,2,2,1,2,1
4568,2,3,4,2,1,2,2,3,5,1,2,1,3,1,0
4570,1,3,3,2,1,2,2,2,1,1,2,1,3,1,8
4572,2,2,2,2,1,3,1,2,1,1,2,1,1,3,0
4573,2,4,2,2,2,2,2,6,1,1,1,1,2,2,7
4579,2,4,2,2,1,2,2,1,5,2,2,3,2,2,0
4585,1,3,2,2,1,3,2,1,5,2,2,1,2,3,0
4586,1,2,2,2,1,2,1,1,1,2,2,2,1,3,0
4590,2,3,3,2,1,2,2,2,5,2,2,1,2,1,1
4594,1,4,4,2,1,3,2,2,1,1,2,2,2,1,5
4601,1,4,1,2,1,2,2,1,5,2,2,2,3,3,0
4603,2,2,4,2,1,3,1,2,1,2,2,1,2,1,0
4608,1,3,4,1,1,1,1,3,1,2,2,2,1,1,2
4610,1,2,2,2,1,3,2,3,1,1,2,2,2,3,5
4612,1,2,1,2,1,2,2,5,5,2,2,2,2,3,0
4613,1,3,2,2,1,2,2,2,5,2,2,3,2,2,1
4617,1,,4,1,1,3,2,3,1,2,2,3,3,1,0
4620,1,3,4,2,1,1,1,1,1,1,1,1,1,1,0
4623,1,3,,2,1,3,2,6,1,1,2,1,3,,0
4625,1,1,2,2,1,1,8,2,1,2,2,1,1,3,0
4627,2,2,3,2,2,2,1,1,5,2,2,2,3,1,3
4628,1,3,4,2,1,2,2,4,5,1,2,1,2,1,3
4629,1,3,4,,1,3,2,4,,2,2,1,3,1,0
4631,2,3,2,2,2,2,2,1,1,1,1,1,2,2,2
4632,1,3,4,,,3,,,,2,9,3,3,1,0
4635,2,3,2,2,1,2,2,2,5,2,2,1,2,2,4
4636,2,2,2,2,1,2,2,4,1,2,2,1,2,3,0
4638,1,3,4,2,1,2,2,2,1,2,2,2,2,1,0
4641,1,2,4,1,1,1,2,3,1,2,2,2,2,1,0
4642,2,3,2,2,1,3,2,1,1,2,2,1,1,3,1
4646,1,2,3,2,1,2,,2,5,2,9,2,2,1,1
4647,1,3,4,2,1,1,2,3,1,2,2,3,3,1,3
4648,2,2,4,2,1,1,2,4,5,1,2,1,3,1,5
4649,2,4,4,2,1,2,2,6,1,1,9,3,3,1,0
4652,2,3,4,2,1,3,8,2,1,1,2,2,2,1,0
4653,2,4,2,2,,2,8,4,,1,9,3,1,3,0
4654,2,4,3,2,1,3,2,3,5,2,2,2,1,1,0
4655,2,4,4,1,1,2,,4,5,2,1,3,3,1,5
4657,2,2,2,2,,3,1,4,2,2,1,1,1,2,0
4659,2,4,2,2,,2,2,4,5,1,9,1,1,2,2
4661,,2,2,2,,3,1,2,1,2,9,2,1,2,0
4663,2,2,2,2,1,3,5,4,5,2,2,2,1,3,0
4665,2,2,4,2,2,2,2,4,1,2,2,1,2,1,0
4666,2,2,2,2,2,3,2,4,,2,1,1,2,2,0
4670,2,1,2,2,2,3,1,1,1,1,1,2,1,2,0
4671,2,3,4,2,1,1,2,3,1,2,2,2,2,1,0
4672,1,3,4,2,,1,2,5,1,1,2,1,1,1,0
4675,2,4,2,1,2,3,2,3,1,1,2,1,1,2,0
4680,1,2,3,2,1,1,2,5,1,1,2,2,2,1,0
4682,2,2,2,2,2,3,2,5,5,1,9,1,2,2,2
4684,2,3,2,2,2,3,1,2,4,2,1,2,1,3,0
4685,2,3,2,2,2,2,2,3,,2,2,1,1,2,6
4690,2,3,1,2,1,2,2,2,1,1,2,2,2,3,6
4694,1,4,2,2,1,3,2,,5,2,2,2,2,2,0
4695,1,3,1,1,1,1,1,2,4,2,2,2,1,3,0
4700,2,2,2,2,1,1,2,1,1,2,2,2,2,3,0
4703,1,3,2,2,1,3,2,2,5,2,2,1,2,3,1
4705,1,3,2,1,1,3,2,4,5,1,2,3,2,3,7
4720,1,1,2,2,1,2,2,5,1,1,2,1,1,2,0
4721,2,3,2,2,1,3,2,3,1,2,2,1,1,2,4
4729,1,3,4,2,1,3,2,2,,2,9,2,3,1,0
4730,1,3,,2,1,1,2,2,1,2,2,1,2,,1
4733,2,2,1,2,2,2,1,1,1,2,1,2,1,3,0
4734,1,2,2,2,1,2,2,4,1,1,2,2,1,3,1
4736,2,3,2,1,2,3,3,9,2,1,2,2,1,2,1
4740,2,3,2,2,2,3,2,4,1,1,9,2,1,3,0
4741,1,3,2,2,1,3,2,2,4,2,1,2,1,3,0
4749,2,2,4,2,1,1,1,1,1,2,2,1,2,1,6
4751,1,2,2,2,1,2,2,5,5,2,2,1,1,2,3
4754,2,2,2,2,2,1,1,2,1,1,1,1,1,3,0
4757,1,3,4,2,1,2,2,4,1,1,2,1,3,1,1
4758,1,2,2,2,1,3,2,2,1,2,2,1,2,3,1
4759,1,3,2,2,1,1,2,6,1,1,2,3,2,2,3
4764,1,3,3,2,1,1,2,3,5,2,2,1,3,1,0
4765,1,3,4,2,1,1,2,2,1,2,2,3,2,1,1
4766,2,3,2,2,2,3,2,2,,1,1,1,1,3,2
4767,1,2,2,2,1,1,1,3,1,1,2,1,1,3,1
4768,1,3,4,2,1,3,2,3,,1,9,2,3,1,1
4772,2,2,4,2,1,3,2,5,1,1,2,2,3,1,1
4775,2,4,2,2,2,2,2,3,5,2,2,3,1,2,7
4778,1,2,4,1,1,1,4,3,5,1,2,3,2,1,0
4787,2,3,2,2,1,3,7,3,5,2,2,1,2,3,8
4792,2,3,2,2,1,3,2,4,1,1,2,1,1,2,6
4794,1,3,4,1,1,3,8,3,5,2,2,2,3,1,6
4796,2,3,2,2,1,2,1,1,1,2,2,1,1,3,0
4801,1,2,2,1,1,1,1,6,2,2,2,1,1,2,1
4804,2,4,2,2,2,3,1,3,1,2,2,1,1,2,4
4808,1,3,4,2,1,3,2,2,1,2,2,2,3,1,1
4810,2,4,2,2,1,2,1,3,1,1,2,1,1,2,5
4814,1,2,2,2,1,3,2,2,1,1,2,1,2,2,0
4819,2,2,2,2,1,2,2,3,5,1,2,2,1,2,1
4820,2,2,2,2,2,3,2,2,1,2,1,1,1,2,0
4823,2,2,3,2,1,3,1,1,1,2,2,1,2,1,1
4828,1,2,4,2,1,3,2,4,5,2,2,1,2,1,4
4836,1,2,4,2,1,3,2,3,1,1,9,1,3,1,0
4840,1,3,2,2,1,3,2,2,1,2,2,1,1,3,1
4841,1,2,2,2,1,3,2,2,1,2,2,1,3,2,0
4842,2,3,3,2,1,3,2,2,1,1,2,1,2,1,0
4857,2,3,2,1,1,3,3,8,2,2,2,1,2,2,8
4865,1,3,4,2,1,3,2,2,1,2,2,1,3,1,1
4866,2,2,2,2,2,3,2,3,5,2,1,1,2,3,2
4872,2,3,2,2,2,3,7,2,4,1,1,1,1,3,5
4874,2,2,3,2,1,1,1,3,1,1,1,1,2,1,0
4877,1,4,,1,1,2,2,4,1,1,2,1,3,,3
4881,2,2,2,2,2,3,2,3,5,2,2,1,2,2,0
4885,1,3,4,2,1,2,2,2,5,1,1,1,2,1,3
4886,1,2,4,2,1,2,2,2,1,2,2,1,2,1,8
4888,1,1,3,2,1,1,1,1,1,1,2,2,3,1,1
4889,2,4,2,2,1,3,2,4,1,1,2,2,1,2,0
4890,1,3,,2,1,3,1,1,1,2,2,3,3,,1
4894,1,3,2,2,1,3,2,1,1,2,2,2,1,3,0
4896,2,3,2,2,1,2,2,6,5,2,2,1,2,2,8
4898,1,3,4,2,1,1,2,2,1,1,2,1,1,1,0
4899,2,1,2,2,1,3,1,3,1,2,2,1,1,2,0
4901,2,2,2,2,2,2,2,2,1,1,1,1,1,2,0
4902,2,2,2,2,1,3,1,1,4,2,2,2,1,3,0
4906,1,2,2,2,1,1,1,1,1,1,2,1,2,2,0
4912,2,2,2,2,1,2,1,2,1,1,2,2,1,2,3
4913,1,3,4,2,1,1,2,2,1,2,2,1,3,1,0
4919,2,3,4,2,1,3,2,2,1,1,2,1,2,1,0
4927,2,3,2,2,2,3,2,6,5,2,2,1,2,2,3
4928,2,4,2,2,1,2,2,,5,1,9,1,2,3,0
4929,1,4,2,2,1,1,2,2,1,1,1,2,2,2,0
4932,2,3,4,2,1,3,2,2,1,2,2,2,3,1,0
4933,2,2,4,1,1,3,2,3,5,2,2,2,3,1,0
4934,1,3,4,2,1,3,2,1,1,2,2,1,3,1,5
4937,1,2,2,2,1,2,2,4,1,2,2,1,2,2,3
4940,1,2,2,2,1,3,2,5,1,1,2,1,1,3,0
4945,1,2,2,2,1,3,2,4,1,2,2,1,2,2,5
4946,2,3,,2,1,3,2,2,1,2,2,2,3,,
4950,2,3,4,2,1,3,2,2,1,2,2,1,3,1,2
4951,2,3,4,2,2,2,2,4,1,1,1,3,2,1,6
4955,1,2,2,2,1,1,2,2,,1,2,1,2,2,3
4957,2,2,2,2,1,3,2,4,1,1,2,2,2,3,0
4960,1,1,2,2,1,2,7,4,4,1,2,1,2,2,7
4969,1,4,4,2,1,2,2,3,1,2,2,1,2,1,5
4974,1,2,3,2,1,3,2,4,5,1,2,1,2,1,3
4975,1,2,3,2,1,3,2,4,1,1,2,1,2,1,4
4980,2,2,2,2,1,3,1,1,1,2,2,1,1,2,0
4985,1,4,4,2,1,3,1,1,1,1,2,1,1,1,0
4986,1,3,2,2,1,2,1,1,5,1,2,1,2,2,0
4987,2,2,2,2,2,3,2,3,1,2,2,1,2,2,4
4992,1,2,4,2,1,3,2,2,5,1,2,3,3,1,2
4999,2,3,3,2,1,1,7,2,5,2,2,1,3,1,0
5000,1,3,4,2,1,2,2,2,5,2,2,2,3,1,6
5011,1,2,2,2,1,1,2,2,1,1,2,1,1,3,3
5064,2,3,2,2,2,1,1,2,1,2,1,1,2,2,8
5082,2,3,3,2,1,2,2,5,5,1,2,1,2,1,4
5087,2,1,2,2,1,3,2,4,5,2,2,1,2,2,1
5101,1,3,3,2,1,3,2,3,1,2,2,1,3,1,0
5115,1,3,2,2,1,1,2,5,5,1,2,1,2,2,4
5116,1,3,3,2,1,3,2,5,5,2,2,1,2,1,6
5143,2,2,2,2,1,1,1,1,1,2,2,1,2,2,3
5171,2,3,3,1,1,1,3,5,4,2,2,1,1,1,0
5196,1,3,3,2,1,3,2,4,1,2,2,1,1,1,1
5248,1,3,3,2,1,1,7,3,4,1,9,1,3,1,0
5258,2,3,3,2,1,3,2,5,5,2,2,1,2,1,
5275,2,1,3,1,2,2,3,9,5,2,1,1,2,1,0
5284,2,3,3,2,1,1,2,3,1,1,2,1,2,1,2
5287,1,2,3,2,1,1,2,5,5,2,2,1,2,1,7
5293,1,2,,2,1,3,2,4,1,1,2,1,2,,0
5303,1,3,3,2,1,3,2,3,1,1,2,1,2,1,0
5304,2,1,3,2,2,3,1,3,1,1,1,1,2,1,0
5309,2,2,3,2,2,2,1,2,1,2,1,1,2,1,5
5349,1,2,3,2,1,3,2,2,5,1,2,1,3,1,0
5352,1,3,3,1,1,1,2,4,1,2,2,1,2,1,0
100588,1,3,2,2,1,3,2,,,2,2,1,1,2,1
101493,2,4,2,2,2,2,1,2,4,1,1,1,1,3,3
106885,2,2,2,2,2,3,2,2,5,2,1,1,2,3,2
111665,1,2,2,2,1,2,1,2,5,2,2,1,1,2,2
112371,2,4,,2,2,2,,,,2,9,1,1,,0
118242,2,2,2,2,2,3,5,2,5,2,1,1,1,3,0
130571,2,2,2,2,2,2,2,3,1,2,1,1,1,3,4
147316,1,2,1,2,1,2,2,3,1,2,1,1,1,3,4
154578,2,4,2,2,2,3,1,2,4,2,1,2,1,3,0
161742,2,4,2,2,2,2,1,4,1,2,1,2,1,3,
165240,1,2,1,2,1,1,1,1,1,2,2,1,2,3,0
179522,2,2,2,2,1,3,1,2,1,2,2,1,1,3,0
181396,1,2,2,2,1,3,7,2,4,1,2,1,1,2,2
193545,1,2,2,2,1,3,1,1,1,2,2,2,1,2,0
194477,1,2,4,2,1,3,2,5,1,2,2,2,3,1,3
201095,2,3,3,2,1,3,1,1,1,1,1,1,2,1,0
204164,,3,4,2,1,3,1,1,1,1,2,1,3,1,1
210743,2,3,2,1,2,2,7,3,4,2,2,1,1,2,0
212680,2,2,2,2,1,3,1,2,1,1,1,1,1,3,0
216110,2,3,2,2,2,3,1,1,1,1,2,1,1,3,0
223028,1,3,5,2,1,3,2,3,1,2,2,1,1,1,2
235578,2,3,2,2,2,3,1,2,1,1,1,1,1,3,0
235880,1,3,2,2,1,3,2,6,4,1,2,1,2,2,4
276645,2,4,2,2,1,2,2,2,1,2,2,3,2,3,1
282091,2,3,4,2,1,2,2,1,5,2,2,1,2,1,1
283898,2,3,2,2,1,3,2,6,5,1,1,1,1,2,0
286663,1,3,2,2,1,3,1,2,1,2,2,2,1,2,
293203,1,2,2,2,1,3,7,2,1,2,2,2,1,2,0
307885,2,4,2,2,1,3,2,2,4,2,1,1,1,3,4
309958,2,2,2,2,2,3,1,,1,2,1,1,1,2,0
322897,2,2,2,2,1,3,2,,5,1,2,1,2,2,0
328696,1,2,1,1,1,1,2,2,1,2,2,3,2,3,1
330324,2,1,2,2,2,2,2,4,1,1,1,1,1,3,0
333056,2,3,2,2,1,2,6,4,3,2,2,1,1,2,
339573,2,3,2,2,2,2,1,2,1,2,1,2,2,3,1
347425,1,2,3,2,1,3,1,1,1,2,2,1,2,1,3
600312,1,2,2,2,2,2,2,4,,2,2,2,1,2,0
601538,2,3,,2,1,2,2,4,1,2,2,1,3,,4
601754,2,2,2,2,2,3,2,4,1,1,2,1,2,2,3
604312,1,3,,1,1,1,2,2,1,2,2,3,3,,2
604576,1,4,4,2,1,3,2,7,5,2,2,1,2,1,2
604753,1,3,2,2,1,3,2,5,1,1,2,2,2,2,0
606790,1,2,2,2,1,3,2,3,5,2,2,1,2,2,1
607371,2,4,2,2,1,2,5,3,5,2,2,1,1,2,1
607694,2,3,2,2,1,3,1,2,1,2,2,1,1,3,0
610035,1,1,3,2,2,3,1,1,1,1,1,1,2,1,2
610190,2,2,2,2,2,2,2,5,1,2,1,1,1,2,1
610579,1,2,3,2,1,3,2,6,5,2,2,1,1,1,7
610791,2,3,2,2,2,1,1,,1,2,1,1,1,2,0
611152,1,2,2,2,1,3,5,7,5,2,2,1,1,2,0
615814,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2
616800,2,2,2,2,2,2,8,1,4,1,1,1,1,3,1
616985,2,3,2,2,1,3,1,1,4,2,2,1,1,3,0
617716,1,2,2,2,2,2,1,2,1,1,1,1,1,3,0
619330,1,1,2,1,1,1,7,7,4,1,2,1,1,3,0
619791,,4,2,2,1,3,2,1,1,2,2,1,2,2,5
624574,1,2,2,2,1,1,1,3,1,1,2,1,1,3,1
625412,2,3,2,1,1,3,7,3,4,1,2,1,1,3,5
626293,2,2,1,1,1,1,2,5,4,1,2,1,2,3,5
626916,2,4,2,2,1,1,2,3,1,1,2,1,2,2,1
629131,1,4,2,2,1,1,5,6,1,2,2,1,1,3,2
633591,2,3,4,2,2,2,2,2,1,1,1,1,1,1,0
639392,1,3,2,2,1,1,2,5,1,1,2,1,2,2,7
639687,1,3,2,2,1,2,2,4,,2,2,1,2,2,8
649014,2,2,2,2,2,1,2,4,1,2,2,1,1,2,0
651102,2,4,2,2,2,3,2,3,1,2,1,1,2,3,3
651204,2,4,2,2,1,3,1,3,1,1,2,1,1,2,0
651396,1,2,2,2,1,3,2,6,5,2,2,1,2,2,3
651697,1,2,4,2,1,3,2,3,1,2,2,1,2,1,0
653382,2,2,2,2,1,3,1,3,1,2,2,1,1,2,0
653972,2,2,2,2,1,1,7,7,4,1,2,1,1,2,0
654339,1,2,4,2,1,3,4,4,5,2,2,1,2,1,0
656995,1,2,2,2,1,2,2,2,1,2,2,1,1,3,0
658382,2,2,4,2,2,2,2,4,4,1,1,1,1,1,1
659563,1,1,2,2,1,1,2,3,1,1,2,1,1,3,0
659809,2,3,4,2,1,2,2,4,5,2,2,2,3,1,0
661792,2,2,2,2,2,3,1,2,4,1,1,1,1,3,0
663796,2,3,2,1,2,2,2,2,4,1,1,1,2,2,0
664150,1,3,3,2,1,2,2,2,1,1,2,1,3,1,0
665535,1,2,2,2,1,3,2,5,1,2,2,1,2,2,4
665982,2,4,2,2,2,2,2,,4,2,9,1,1,3,0
666547,2,3,2,2,2,2,1,3,1,1,1,2,1,2,0
667584,2,2,2,2,2,2,1,1,1,1,1,1,1,3,0
667828,2,3,1,1,2,2,2,9,5,1,1,2,2,3,1
670964,1,3,2,2,1,3,2,3,,2,2,1,1,3,8
673492,1,3,4,2,1,3,2,4,5,2,2,3,3,1,2
675879,2,3,3,2,1,2,2,2,5,2,2,1,2,1,6
677559,1,3,2,2,1,3,2,8,5,1,2,2,1,3,1
678383,1,3,2,2,1,2,2,2,1,2,9,2,1,3,1
679496,2,1,2,2,1,3,2,6,5,1,2,1,2,3,0
680458,1,2,3,2,1,3,2,2,1,2,9,2,3,1,0
683394,2,3,2,2,1,2,2,,,1,2,1,1,2,0
686190,2,2,2,2,2,3,7,5,3,2,1,1,1,2,0
687177,2,3,2,2,2,2,2,3,1,1,2,1,1,3,0
687497,2,4,2,2,1,2,2,3,1,2,2,2,1,3,5
688518,2,3,2,2,2,3,1,3,1,2,1,1,1,3,1
691480,2,4,1,2,1,3,2,4,5,1,2,1,2,3,6
693333,1,2,4,2,1,2,8,2,4,1,2,1,2,1,1
694952,1,1,1,1,1,2,2,5,5,1,2,1,2,3,5
696056,2,2,2,2,2,3,1,2,1,2,1,1,1,3,5
698477,1,3,1,2,1,3,1,1,1,2,2,3,2,3,2
698713,2,3,2,2,1,3,7,2,4,1,2,1,1,3,0
699982,1,1,2,2,1,3,1,4,1,1,1,1,2,3,0
702398,1,4,2,2,1,1,2,4,4,1,2,1,1,3,0
702867,2,2,2,2,2,3,1,2,5,2,1,1,1,3,0
704064,2,3,4,2,1,3,2,,5,2,2,3,2,1,2
704654,1,3,2,1,1,3,3,6,2,1,2,1,1,2,2
705563,1,3,2,2,1,2,2,3,5,1,2,1,2,2,1
705738,1,2,2,2,1,2,1,1,5,2,2,1,2,2,0
707619,2,4,5,2,2,2,1,1,1,1,1,1,2,1,6
707768,2,3,2,2,2,2,1,1,,1,1,2,2,3,5
708179,2,2,2,2,1,3,7,3,1,2,2,1,2,2,1
708688,2,3,2,2,1,3,1,3,1,1,2,1,2,3,0
711192,2,2,2,2,2,3,4,3,1,2,1,1,2,2,0
711936,1,2,4,2,1,1,2,1,1,2,1,1,2,1,5
713242,1,3,2,2,1,3,1,1,1,1,2,1,2,2,3
714617,2,3,4,2,2,3,2,4,1,2,1,1,2,1,0
715393,1,3,4,2,1,2,2,1,5,2,2,1,3,1,0
715602,2,2,3,2,2,3,2,2,1,1,1,1,2,1,0
715655,1,2,2,2,1,2,4,2,4,1,2,1,1,2,5
716158,2,3,2,2,2,3,1,2,1,2,1,1,1,3,0
720786,2,3,2,1,2,3,7,5,5,1,1,1,1,3,0
724064,2,2,3,2,1,3,1,1,1,2,2,1,2,1,2
724403,1,1,2,2,1,3,8,5,1,1,2,1,1,3,4
725561,1,2,2,2,1,3,2,2,1,2,2,1,1,3,0
201501130100,1,2,2,2,1,3,2,3,5,2,2,1,1,2,5
201501136088,2,2,3,1,2,3,2,4,5,2,1,1,2,1,0
201501140481,2,3,2,2,2,2,7,,4,1,1,1,1,3,1
201501153074,1,3,,2,1,1,2,,,2,2,3,3,,0
201501163862,1,2,2,2,1,1,1,2,4,1,2,1,1,3,0
201501168376,2,3,2,1,1,3,2,3,5,2,1,2,2,2,0
201501172402,1,,2,1,1,3,5,2,4,1,2,3,2,3,3
201501173352,2,2,2,2,2,2,8,3,4,2,1,1,1,2,0
201501180373,2,2,2,2,2,2,1,2,1,1,1,1,1,3,0
201501184279,2,3,2,2,2,3,1,2,1,1,1,1,1,3,0
201501187714,1,2,2,2,1,1,2,2,1,1,1,1,1,3,0
201501209439,1,3,2,2,1,1,2,5,5,1,2,1,1,3,3
201501216631,1,3,2,2,1,3,2,4,5,1,2,3,2,2,0
201501235597,1,2,2,2,1,1,8,4,,1,2,1,1,3,2
201501265564,2,3,2,2,1,2,1,2,4,1,2,1,1,3,2
201501272036,2,3,3,2,1,3,1,3,4,3,2,1,2,1,7
201501272160,1,3,4,2,1,3,2,3,5,1,2,2,3,1,0
201501275454,2,3,,2,1,3,2,4,5,,2,1,1,,2
201501275483,1,3,4,2,1,3,2,2,5,2,2,3,3,1,
201501359332,1,2,2,2,1,3,2,2,4,2,2,1,1,2,
201501482423,1,2,2,2,1,3,2,4,1,2,2,1,1,2,4
201501600624,1,3,1,1,2,1,4,8,4,2,1,2,2,3,2
201501604380,1,2,2,2,1,3,7,5,5,2,2,1,2,2,5
201501607965,1,3,4,2,1,3,2,,1,2,2,3,3,1,0
201501610962,1,3,2,2,1,3,1,3,1,2,2,1,1,2,5
201501613977,2,2,3,2,1,3,2,4,1,2,2,1,1,1,0
201501615119,2,1,2,2,2,3,2,1,1,1,2,1,1,2,1
201501615820,,2,3,2,1,1,2,1,2,1,2,2,3,1,
201501616873,2,2,2,1,1,2,3,7,2,2,2,1,1,2,0
201501617649,1,1,2,2,1,1,1,2,1,1,2,1,1,3,0
201501618342,1,2,2,2,1,1,2,6,5,1,2,1,1,3,7
201501621360,1,3,2,2,1,3,1,3,1,1,1,1,1,3,0
201501622437,2,3,2,1,1,2,2,6,4,2,2,1,1,2,0
201501622702,1,2,1,2,1,3,2,5,1,1,2,1,2,3,0
201501625143,2,3,2,2,2,2,2,,,2,1,1,1,3,0
201501625764,1,2,4,2,2,3,2,4,2,1,1,1,3,1,6
201501626731,2,2,2,2,1,3,2,3,1,1,2,1,2,2,2
201501627319,2,1,2,2,1,3,2,6,5,2,2,1,1,3,0
201501628192,2,3,2,2,1,3,2,2,1,2,2,1,1,3,0
201501630559,1,2,2,2,1,2,2,4,1,1,2,1,2,3,7
201501637194,2,3,4,2,1,3,2,3,1,2,2,3,3,1,0
201501640967,2,2,2,2,2,2,2,5,1,2,1,1,1,3,1
201501641816,1,3,2,2,1,2,2,3,1,1,2,1,1,3,1
201501642191,1,1,2,2,1,3,2,4,1,1,9,1,2,2,0
201501647491,2,3,2,2,1,2,2,3,5,2,2,1,2,2,6
201501649465,1,2,2,,2,2,4,4,1,2,2,1,2,3,2
201501651624,2,4,2,2,1,2,2,5,4,1,2,1,2,2,8
201501651867,1,4,3,2,1,3,2,2,5,1,2,1,3,1,0
201501652706,1,1,2,2,1,2,1,1,1,1,1,1,2,2,0
201501653278,2,1,2,2,2,1,2,4,1,1,1,1,1,3,0
201501654483,1,2,2,2,1,1,2,4,,2,2,1,2,2,0
201501655673,2,4,2,2,2,3,5,4,4,1,1,1,2,2,3
201501655994,1,3,3,2,1,2,1,4,1,1,2,1,2,1,2
201501657854,2,3,2,2,1,3,1,2,4,2,9,1,1,3,2
201501658152,2,2,2,2,2,2,2,2,1,1,1,1,2,2,0
201501658192,2,2,2,2,1,3,2,2,,1,2,1,2,2,0
201501660632,2,2,2,2,2,2,7,3,4,1,1,1,1,3,0
201501661283,2,2,2,2,2,1,1,3,1,1,1,1,1,3,0
201501673263,1,2,3,2,1,3,2,2,5,2,1,1,1,1,1
201501677138,2,3,2,2,1,2,2,5,1,2,2,1,1,2,4
201501681704,1,3,2,2,1,1,1,1,1,2,2,1,2,2,0
201501683581,2,3,2,2,1,1,2,3,1,2,2,1,2,2,7
201501685574,1,2,2,2,1,3,2,3,1,1,2,1,1,2,0
201501685981,2,3,2,2,1,2,2,3,5,1,2,2,3,2,2
201501686761,2,2,2,2,2,1,2,4,1,1,1,1,1,3,0
201501687648,1,2,2,2,1,3,2,4,5,2,2,1,1,3,0
201501688495,1,2,3,2,1,3,7,2,5,2,2,1,2,1,4
201501689087,1,3,2,1,1,1,7,1,2,1,2,3,1,2,2
